v4geneID	Chromosome	Start	Stop	v4geneID.1	X..	v5chromosome	v5start	v5stop	v5geneID	v5geneID.1	v5..	v5length
Zm00001d003718	chr2	56229271	56230392	Zm00001d003718	-	chr2	56229271	56230392	Zm00001eb083240	Zm00001eb083240	-	1121
Zm00001d033858	chr1	277821145	277837411	Zm00001d033858	-	chr1	277820348	277834846	Zm00001eb055910	Zm00001eb055910	-	13701
Zm00001d024833	chr10	91817761	91826735	Zm00001d024833	+	chr10	91817695	91826735	Zm00001eb418030	Zm00001eb418030	+	8974
Zm00001d005239	chr2	165161970	165163013	Zm00001d005239	-	chr2	165161970	165163013	Zm00001eb095250	Zm00001eb095250	-	1043
Zm00001d020886	chr7	136780336	136781890	Zm00001d020886	+	chr7	136780336	136781890	Zm00001eb316340	Zm00001eb316340	+	1554
Zm00001d021214	chr7	147566174	147566830	Zm00001d021214	+	chr7	147566174	147566830	Zm00001eb318920	Zm00001eb318920	+	656
Zm00001d048588	chr4	1033869	1035773	Zm00001d048588	-	chr4	1033869	1035815	Zm00001eb164350	Zm00001eb164350	-	1904
Zm00001d020850	chr7	135853552	135853625	Zm00001d020850	+	chr7	135853473	135853673	Zm00001eb316040	Zm00001eb316040	+	73
Zm00001d026005	chr10	137231656	137232870	Zm00001d026005	-	chr10	137231656	137232870	Zm00001eb427970	Zm00001eb427970	-	1214
Zm00001d034385	chr1	293170746	293178679	Zm00001d034385	-	chr1	293170746	293178679	Zm00001eb060220	Zm00001eb060220	-	7933
Zm00001d038584	chr6	167842317	167842949	Zm00001d038584	-	chr6	167842317	167842940	Zm00001eb291720	Zm00001eb291720	-	623
Zm00001d024323	chr10	66492851	66493715	Zm00001d024323	+	chr10	66492851	66493715	Zm00001eb413920	Zm00001eb413920	+	864
Zm00001d021200	chr7	146989218	146990651	Zm00001d021200	+	chr7	146989218	146990651	Zm00001eb318810	Zm00001eb318810	+	1433
Zm00001d017911	chr5	212606785	212607315	Zm00001d017911	+	chr5	212606785	212607315	Zm00001eb253370	Zm00001eb253370	+	530
Zm00001d052296	chr4	188383556	188384830	Zm00001d052296	+	chr4	188383556	188384830	Zm00001eb194840	Zm00001eb194840	+	1274
Zm00001d051748	chr4	170905646	170909975	Zm00001d051748	-	.	-1	-1	.	-1	.	0
Zm00001d016394	chr5	160104960	160106279	Zm00001d016394	+	chr5	160104960	160106279	Zm00001eb240310	Zm00001eb240310	+	1319
Zm00001d006140	chr2	199873966	199876035	Zm00001d006140	+	chr2	199873966	199874631	Zm00001eb102900	Zm00001eb102900	+	665
Zm00001d019044	chr7	13919678	13921097	Zm00001d019044	-	chr7	13919678	13920685	Zm00001eb302240	Zm00001eb302240	-	1007
Zm00001d024745	chr10	87668167	87669183	Zm00001d024745	-	chr10	87668167	87669183	Zm00001eb417330	Zm00001eb417330	-	1016
Zm00001d003366	chr2	41651444	41654242	Zm00001d003366	+	.	-1	-1	.	-1	.	0
Zm00001d003367	chr2	41665875	41667321	Zm00001d003367	+	chr2	41666536	41668701	Zm00001eb080250	Zm00001eb080250	+	785
Zm00001d020220	chr7	102150081	102153112	Zm00001d020220	+	chr7	102150081	102153112	Zm00001eb310840	Zm00001eb310840	+	3031
Zm00001d012088	chr8	169299662	169299946	Zm00001d012088	+	chr8	169299662	169299946	Zm00001eb365040	Zm00001eb365040	+	284
Zm00001d037701	chr6	141263310	141264890	Zm00001d037701	+	chr6	141263310	141264890	Zm00001eb283650	Zm00001eb283650	+	1580
Zm00001d006126	chr2	199472001	199474405	Zm00001d006126	+	chr2	199472001	199474405	Zm00001eb102770	Zm00001eb102770	+	2404
Zm00001d004485	chr2	114607026	114607619	Zm00001d004485	-	chr2	114607026	114607619	Zm00001eb089120	Zm00001eb089120	-	593
Zm00001d038070	chr6	153928710	153929345	Zm00001d038070	+	chr6	153928710	153929345	Zm00001eb286970	Zm00001eb286970	+	635
Zm00001d025298	chr10	114749096	114749869	Zm00001d025298	+	chr10	114749051	114749869	Zm00001eb421530	Zm00001eb421530	+	773
Zm00001d018238	chr5	219750374	219751578	Zm00001d018238	+	chr5	219750374	219751578	Zm00001eb256520	Zm00001eb256520	+	1204
Zm00001d027250	chr1	328214	328489	Zm00001d027250	+	chr1	328214	328489	Zm00001eb000150	Zm00001eb000150	+	275
Zm00001d026687	chr10	151402663	151404265	Zm00001d026687	-	chr10	151402663	151404265	Zm00001eb434380	Zm00001eb434380	-	1602
Zm00001d002088	chr2	6047152	6047739	Zm00001d002088	+	chr2	6047152	6047739	Zm00001eb068610	Zm00001eb068610	+	587
Zm00001d015884	chr5	128219803	128221857	Zm00001d015884	-	chr5	128219803	128221854	Zm00001eb236640	Zm00001eb236640	-	2051
Zm00001d037611	chr6	138523368	138524705	Zm00001d037611	-	chr6	138523368	138524705	Zm00001eb282880	Zm00001eb282880	-	1337
Zm00001d028263	chr1	28235599	28238115	Zm00001d028263	-	chr1	28235599	28238115	Zm00001eb009120	Zm00001eb009120	-	2516
Zm00001d048073	chr9	152765514	152767250	Zm00001d048073	+	chr9	152765514	152767250	Zm00001eb400020	Zm00001eb400020	+	1736
Zm00001d025926	chr10	135248088	135249415	Zm00001d025926	-	chr10	135248284	135249415	Zm00001eb427340	Zm00001eb427340	-	1131
Zm00001d045462	chr9	25127057	25130252	Zm00001d045462	-	chr9	25127143	25130252	Zm00001eb378140	Zm00001eb378140	-	3109
Zm00001d012872	chr5	1744575	1753341	Zm00001d012872	+	.	-1	-1	.	-1	.	0
Zm00001d038921	chr6	174266746	174267855	Zm00001d038921	-	chr6	174266746	174267912	Zm00001eb294970	Zm00001eb294970	-	1109
Zm00001d010662	chr8	122981170	122983566	Zm00001d010662	-	chr8	122981170	122983566	Zm00001eb352470	Zm00001eb352470	-	2396
Zm00001d033717	chr1	273901644	273903263	Zm00001d033717	-	chr1	273901644	273903263	Zm00001eb054790	Zm00001eb054790	-	1619
Zm00001d042346	chr3	162923577	162925377	Zm00001d042346	-	chr3	162923581	162940364	Zm00001eb143320	Zm00001eb143320	-	1796
Zm00001d034002	chr1	282510161	282511054	Zm00001d034002	-	chr1	282510161	282511054	Zm00001eb057120	Zm00001eb057120	-	893
Zm00001d032418	chr1	227816339	227820218	Zm00001d032418	+	chr1	227816339	227820218	Zm00001eb043220	Zm00001eb043220	+	3879
Zm00001d040377	chr3	41231703	41234285	Zm00001d040377	-	.	-1	-1	.	-1	.	0
Zm00001d014485	chr5	49978589	49979905	Zm00001d014485	-	chr5	49978589	49979905	Zm00001eb225340	Zm00001eb225340	-	1316
Zm00001d004966	chr2	150738186	150740641	Zm00001d004966	+	chr2	150738186	150740641	Zm00001eb093200	Zm00001eb093200	+	2455
Zm00001d037019	chr6	116301014	116301532	Zm00001d037019	+	chr6	116301014	116301373	Zm00001eb277850	Zm00001eb277850	+	359
Zm00001d018821	chr7	6338922	6340504	Zm00001d018821	-	chr7	6338922	6340504	Zm00001eb300260	Zm00001eb300260	-	1582
Zm00001d033846	chr1	277376502	277376801	Zm00001d033846	+	chr1	277376502	277376801	Zm00001eb055810	Zm00001eb055810	+	299
Zm00001d009057	chr8	33653720	33655587	Zm00001d009057	+	chr8	33653720	33655587	Zm00001eb339720	Zm00001eb339720	+	1867
Zm00001d017212	chr5	188157580	188161202	Zm00001d017212	-	chr5	188157580	188160819	Zm00001eb247150	Zm00001eb247150	-	3239
Zm00001d031175	chr1	183264205	183265620	Zm00001d031175	-	chr1	183263074	183265620	Zm00001eb032730	Zm00001eb032730	-	1415
Zm00001d039334	chr3	2826979	2827274	Zm00001d039334	-	.	-1	-1	.	-1	.	0
Zm00001d051966	chr4	177591062	177591772	Zm00001d051966	-	chr4	177591062	177591802	Zm00001eb191830	Zm00001eb191830	-	710
Zm00001d050286	chr4	79083228	79083485	Zm00001d050286	+	.	-1	-1	.	-1	.	0
Zm00001d020646	chr7	127757413	127758456	Zm00001d020646	+	chr7	127757413	127758456	Zm00001eb314290	Zm00001eb314290	+	1043
Zm00001d029745	chr1	84275909	84277176	Zm00001d029745	+	chr1	84275909	84277176	Zm00001eb022040	Zm00001eb022040	+	1267
Zm00001d029706	chr1	82404869	82405550	Zm00001d029706	-	chr1	82404869	82405550	Zm00001eb021690	Zm00001eb021690	-	681
Zm00001d012837	chr5	1247588	1247977	Zm00001d012837	+	chr5	1247588	1248040	Zm00001eb210660	Zm00001eb210660	+	389
Zm00001d011410	chr8	149268022	149269221	Zm00001d011410	-	.	-1	-1	.	-1	.	0
Zm00001d020768	chr7	133039475	133040430	Zm00001d020768	-	chr7	133039429	133040484	Zm00001eb315380	Zm00001eb315380	-	955
Zm00001d020463	chr7	117805131	117818161	Zm00001d020463	+	chr7	117805131	117818161	Zm00001eb312640	Zm00001eb312640	+	13030
Zm00001d019546	chr7	41472410	41473720	Zm00001d019546	+	chr7	41472410	41473685	Zm00001eb306270	Zm00001eb306270	+	1275
Zm00001d013115	chr5	5061934	5062313	Zm00001d013115	-	chr5	5061873	5062298	Zm00001eb213370	Zm00001eb213370	-	364
Zm00001d038751	chr6	171170189	171172469	Zm00001d038751	+	chr6	171170189	171172582	Zm00001eb293310	Zm00001eb293310	+	2280
Zm00001d008272	chr8	3793951	3794688	Zm00001d008272	+	chr8	3793951	3794688	Zm00001eb333040	Zm00001eb333040	+	737
Zm00001d026329	chr10	145078415	145079251	Zm00001d026329	+	chr10	145078844	145079251	Zm00001eb431170	Zm00001eb431170	+	407
Zm00001d051453	chr4	161048453	161049490	Zm00001d051453	+	chr4	161048453	161049490	Zm00001eb187200	Zm00001eb187200	+	1037
Zm00001d003396	chr2	42798802	42800256	Zm00001d003396	-	chr2	42798802	42800256	Zm00001eb080520	Zm00001eb080520	-	1454
Zm00001d050150	chr4	69645930	69668396	Zm00001d050150	+	chr4	69645930	69676344	Zm00001eb177670	Zm00001eb177670	+	22466
Zm00001d012339	chr8	174001361	174002218	Zm00001d012339	+	chr8	174001361	174002218	Zm00001eb367320	Zm00001eb367320	+	857
Zm00001d041842	chr3	141162157	141163834	Zm00001d041842	+	chr3	141162157	141163834	Zm00001eb138820	Zm00001eb138820	+	1677
Zm00001d023384	chr10	4269947	4270483	Zm00001d023384	-	chr10	4269947	4270483	Zm00001eb406460	Zm00001eb406460	-	536
Zm00001d026282	chr10	144215436	144215921	Zm00001d026282	+	chr10	144215436	144215921	Zm00001eb430720	Zm00001eb430720	+	485
Zm00001d026281	chr10	144207017	144211942	Zm00001d026281	-	chr10	144208456	144211789	Zm00001eb430710	Zm00001eb430710	-	3333
Zm00001d045090	chr9	14094226	14096376	Zm00001d045090	-	chr9	14094226	14096025	Zm00001eb374520	Zm00001eb374520	-	1799
Zm00001d025669	chr10	127266629	127269987	Zm00001d025669	-	chr10	127266629	127269987	Zm00001eb424710	Zm00001eb424710	-	3358
Zm00001d021515	chr7	156016946	156018136	Zm00001d021515	+	chr7	156016946	156018136	Zm00001eb321670	Zm00001eb321670	+	1190
Zm00001d008676	chr8	16891580	16892329	Zm00001d008676	-	chr8	16891580	16892329	Zm00001eb336370	Zm00001eb336370	-	749
Zm00001d026552	chr10	149476678	149478282	Zm00001d026552	+	chr10	149476898	149480350	Zm00001eb433140	Zm00001eb433140	+	1384
Zm00001d041596	chr3	130144972	130146759	Zm00001d041596	+	chr3	130144972	130146759	Zm00001eb136910	Zm00001eb136910	+	1787
Zm00001d021763	chr7	166292052	166293051	Zm00001d021763	-	chr7	166292052	166293051	Zm00001eb324090	Zm00001eb324090	-	999
Zm00001d007618	chr2	235607365	235608911	Zm00001d007618	+	.	-1	-1	.	-1	.	0
Zm00001d004621	chr2	122467114	122468894	Zm00001d004621	+	chr2	122467606	122468894	Zm00001eb090200	Zm00001eb090200	+	1288
Zm00001d030911	chr1	169024503	169025479	Zm00001d030911	+	.	-1	-1	.	-1	.	0
Zm00001d046055	chr9	62452646	62452894	Zm00001d046055	-	chr9	62452646	62452930	Zm00001eb382790	Zm00001eb382790	-	248
Zm00001d028315	chr1	30086168	30086575	Zm00001d028315	+	chr1	30071377	30086980	Zm00001eb009630	Zm00001eb009630	+	407
Zm00001d017582	chr5	203327555	203331878	Zm00001d017582	-	chr5	203330380	203331013	Zm00001eb250460	Zm00001eb250460	-	633
Zm00001d012686	chr8	179896197	179897247	Zm00001d012686	+	chr8	179896383	179897234	Zm00001eb370450	Zm00001eb370450	+	851
Zm00001d012687	chr8	179899728	179903441	Zm00001d012687	+	chr8	179899728	179903441	Zm00001eb370460	Zm00001eb370460	+	3713
Zm00001d037806	chr6	145243163	145243416	Zm00001d037806	-	chr6	145243163	145243570	Zm00001eb284620	Zm00001eb284620	-	253
Zm00001d044575	chr3	234036290	234055487	Zm00001d044575	-	chr3	234036290	234055487	Zm00001eb162930	Zm00001eb162930	-	19197
Zm00001d042202	chr3	156760818	156763262	Zm00001d042202	+	chr3	156760818	156763262	Zm00001eb142060	Zm00001eb142060	+	2444
Zm00001d002474	chr2	13817880	13819602	Zm00001d002474	+	chr2	13817880	13819602	Zm00001eb072180	Zm00001eb072180	+	1722
Zm00001d012414	chr8	175400173	175400395	Zm00001d012414	+	chr8	175400171	175400395	Zm00001eb367930	Zm00001eb367930	+	222
Zm00001d023648	chr10	13414873	13416477	Zm00001d023648	-	chr10	13414873	13416477	Zm00001eb408700	Zm00001eb408700	-	1604
Zm00001d047784	chr9	145233598	145235009	Zm00001d047784	-	chr9	145233598	145235009	Zm00001eb397470	Zm00001eb397470	-	1411
Zm00001d048268	chr9	156779048	156779599	Zm00001d048268	+	chr9	156778606	156779442	Zm00001eb401760	Zm00001eb401760	+	394
Zm00001d048267	chr9	156773710	156777114	Zm00001d048267	+	.	-1	-1	.	-1	.	0
Zm00001d053001	chr4	210079241	210080497	Zm00001d053001	-	chr4	210079241	210080497	Zm00001eb200790	Zm00001eb200790	-	1256
Zm00001d012482	chr8	176583572	176586081	Zm00001d012482	-	chr8	176583572	176586081	Zm00001eb368640	Zm00001eb368640	-	2509
Zm00001d020198	chr7	100283317	100284060	Zm00001d020198	+	chr7	100283173	100284060	Zm00001eb310670	Zm00001eb310670	+	743
Zm00001d040780	chr3	65906646	65907766	Zm00001d040780	+	chr3	65906646	65907763	Zm00001eb131440	Zm00001eb131440	+	1117
Zm00001d022323	chr7	178937666	178938697	Zm00001d022323	+	chr7	178937666	178938697	Zm00001eb329140	Zm00001eb329140	+	1031
Zm00001d019184	chr7	20417031	20421983	Zm00001d019184	+	chr7	20417031	20421983	Zm00001eb303400	Zm00001eb303400	+	4952
Zm00001d012397	chr8	174862596	174862925	Zm00001d012397	-	chr8	174862596	174863204	Zm00001eb367800	Zm00001eb367800	-	329
Zm00001d033489	chr1	265918577	265919999	Zm00001d033489	+	chr1	265918577	265919999	Zm00001eb052820	Zm00001eb052820	+	1422
Zm00001d002477	chr2	13842084	13842686	Zm00001d002477	+	chr2	13842084	13842686	Zm00001eb072210	Zm00001eb072210	+	602
Zm00001d043302	chr3	197316136	197317778	Zm00001d043302	+	chr3	197316136	197317778	Zm00001eb151780	Zm00001eb151780	+	1642
Zm00001d038465	chr6	164820479	164822200	Zm00001d038465	+	chr6	164820479	164822200	Zm00001eb290480	Zm00001eb290480	+	1721
Zm00001d031486	chr1	193669040	193673787	Zm00001d031486	+	chr1	193669040	193673787	Zm00001eb035360	Zm00001eb035360	+	4747
Zm00001d036452	chr6	95608495	95608655	Zm00001d036452	-	chr6	95608495	95608779	Zm00001eb272750	Zm00001eb272750	-	160
Zm00001d035215	chr6	15466945	15467343	Zm00001d035215	-	.	-1	-1	.	-1	.	0
Zm00001d002952	chr2	28116663	28118249	Zm00001d002952	-	chr2	28116663	28118249	Zm00001eb076690	Zm00001eb076690	-	1586
Zm00001d028248	chr1	27719824	27721818	Zm00001d028248	-	chr1	27719824	27721818	Zm00001eb008970	Zm00001eb008970	-	1994
Zm00001d014931	chr5	68963648	68964680	Zm00001d014931	-	chr5	68964164	68964814	Zm00001eb229350	Zm00001eb229350	-	516
Zm00001d052244	chr4	186568337	186568753	Zm00001d052244	+	.	-1	-1	.	-1	.	0
Zm00001d028258	chr1	27860890	27862449	Zm00001d028258	-	chr1	27860890	27862449	Zm00001eb009080	Zm00001eb009080	-	1559
Zm00001d006082	chr2	197815923	197819254	Zm00001d006082	-	chr2	197815915	197819254	Zm00001eb102370	Zm00001eb102370	-	3331
Zm00001d002383	chr2	11878008	11881006	Zm00001d002383	-	chr2	11880104	11881006	Zm00001eb071410	Zm00001eb071410	-	902
Zm00001d046743	chr9	106010115	106011098	Zm00001d046743	-	chr9	106010115	106011098	Zm00001eb388200	Zm00001eb388200	-	983
Zm00001d029700	chr1	82297437	82297997	Zm00001d029700	+	chr1	82297437	82297997	Zm00001eb021610	Zm00001eb021610	+	560
Zm00001d038052	chr6	153523306	153525984	Zm00001d038052	-	chr6	153523306	153525984	Zm00001eb286780	Zm00001eb286780	-	2678
Zm00001d049699	chr4	40876864	40879798	Zm00001d049699	-	.	-1	-1	.	-1	.	0
Zm00001d041696	chr3	134791101	134792566	Zm00001d041696	+	chr3	134791101	134792566	Zm00001eb137700	Zm00001eb137700	+	1465
Zm00001d012280	chr8	173106630	173107646	Zm00001d012280	+	chr8	173106630	173107646	Zm00001eb366750	Zm00001eb366750	+	1016
Zm00001d044152	chr3	222437012	222439574	Zm00001d044152	+	chr3	222435411	222439574	Zm00001eb159240	Zm00001eb159240	+	2562
Zm00001d032040	chr1	212020656	212021706	Zm00001d032040	+	chr1	212020656	212021706	Zm00001eb040220	Zm00001eb040220	+	1050
Zm00001d029996	chr1	97452163	97453302	Zm00001d029996	+	chr1	97452163	97453302	Zm00001eb024020	Zm00001eb024020	+	1139
Zm00001d019446	chr7	33992865	33994504	Zm00001d019446	-	chr7	33992865	33994504	Zm00001eb305560	Zm00001eb305560	-	1639
Zm00001d002618	chr2	17166800	17167468	Zm00001d002618	-	chr2	17166800	17167468	Zm00001eb073550	Zm00001eb073550	-	668
Zm00001d006276	chr2	203518890	203519348	Zm00001d006276	+	chr2	203518686	203519348	Zm00001eb104110	Zm00001eb104110	+	458
Zm00001d011079	chr8	137953534	137953755	Zm00001d011079	+	chr8	137953534	137953755	Zm00001eb355980	Zm00001eb355980	+	221
Zm00001d006795	chr2	216868228	216869631	Zm00001d006795	+	chr2	216868228	216869631	Zm00001eb108660	Zm00001eb108660	+	1403
Zm00001d053268	chr4	226196403	226227034	Zm00001d053268	-	chr4	226196444	226250623	Zm00001eb203130	Zm00001eb203130	-	30590
Zm00001d053269	chr4	226248700	226250623	Zm00001d053269	-	chr4	226196444	226250623	Zm00001eb203130	Zm00001eb203130	-	1923
Zm00001d032028	chr1	211684284	211686173	Zm00001d032028	-	chr1	211684284	211686173	Zm00001eb040120	Zm00001eb040120	-	1889
Zm00001d028654	chr1	41420996	41423107	Zm00001d028654	+	chr1	41420996	41423107	Zm00001eb012590	Zm00001eb012590	+	2111
Zm00001d017932	chr5	212875813	212887280	Zm00001d017932	+	chr5	212875813	212887378	Zm00001eb253580	Zm00001eb253580	+	11467
Zm00001d002753	chr2	21836259	21840715	Zm00001d002753	+	.	-1	-1	.	-1	.	0
Zm00001d032565	chr1	232573215	232574864	Zm00001d032565	+	chr1	232573215	232574864	Zm00001eb044540	Zm00001eb044540	+	1649
Zm00001d033427	chr1	264612289	264612702	Zm00001d033427	-	chr1	264612457	264623029	Zm00001eb052330	Zm00001eb052330	-	245
Zm00001d034461	chr1	295097998	295099623	Zm00001d034461	-	chr1	295097998	295099623	Zm00001eb060890	Zm00001eb060890	-	1625
Zm00001d030388	chr1	128407674	128408174	Zm00001d030388	+	chr1	128407674	128408174	Zm00001eb027000	Zm00001eb027000	+	500
Zm00001d032307	chr1	223188253	223188470	Zm00001d032307	-	.	-1	-1	.	-1	.	0
Zm00001d011069	chr8	137662732	137664416	Zm00001d011069	-	chr8	137662732	137664416	Zm00001eb355850	Zm00001eb355850	-	1684
Zm00001d009066	chr8	34045746	34046702	Zm00001d009066	+	chr8	34045746	34046702	Zm00001eb339810	Zm00001eb339810	+	956
Zm00001d043197	chr3	193431367	193432266	Zm00001d043197	-	chr3	193431367	193432266	Zm00001eb150750	Zm00001eb150750	-	899
Zm00001d016266	chr5	154128326	154129081	Zm00001d016266	+	chr5	154128326	154129081	Zm00001eb239480	Zm00001eb239480	+	755
Zm00001d031077	chr1	178325847	178328788	Zm00001d031077	+	chr1	178325847	178328788	Zm00001eb031840	Zm00001eb031840	+	2941
Zm00001d016623	chr5	169801668	169802465	Zm00001d016623	+	chr5	169801668	169802465	Zm00001eb242140	Zm00001eb242140	+	797
Zm00001d003290	chr2	38848705	38852148	Zm00001d003290	+	chr2	38848414	38848773	Zm00001eb079580	Zm00001eb079580	+	68
Zm00001d014816	chr5	64438880	64439965	Zm00001d014816	-	chr5	64438880	64439962	Zm00001eb228330	Zm00001eb228330	-	1082
Zm00001d021279	chr7	148935746	148936532	Zm00001d021279	+	chr7	148935746	148936532	Zm00001eb319470	Zm00001eb319470	+	786
Zm00001d037334	chr6	128839648	128840740	Zm00001d037334	-	chr6	128839648	128840740	Zm00001eb280660	Zm00001eb280660	-	1092
Zm00001d027401	chr1	4375936	4378145	Zm00001d027401	-	chr1	4375936	4378035	Zm00001eb001490	Zm00001eb001490	-	2099
Zm00001d042955	chr3	186949394	186952514	Zm00001d042955	+	chr3	186949394	186952514	Zm00001eb148740	Zm00001eb148740	+	3120
Zm00001d052953	chr4	207896204	207899251	Zm00001d052953	-	chr4	207896204	207899251	Zm00001eb200460	Zm00001eb200460	-	3047
Zm00001d022476	chr7	181574467	181575726	Zm00001d022476	+	chr7	181574467	181580786	Zm00001eb330320	Zm00001eb330320	+	1259
Zm00001d033564	chr1	269114752	269115474	Zm00001d033564	-	chr1	269114752	269115516	Zm00001eb053550	Zm00001eb053550	-	722
Zm00001d009775	chr8	80736101	80737699	Zm00001d009775	+	chr8	80736083	80737699	Zm00001eb345560	Zm00001eb345560	+	1598
Zm00001d008288	chr8	4235039	4235314	Zm00001d008288	-	chr8	4235039	4235314	Zm00001eb333200	Zm00001eb333200	-	275
Zm00001d043778	chr3	211995695	211997887	Zm00001d043778	-	chr3	211995695	211997887	Zm00001eb156000	Zm00001eb156000	-	2192
Zm00001d037298	chr6	126810527	126811936	Zm00001d037298	+	chr6	126810527	126811936	Zm00001eb280290	Zm00001eb280290	+	1409
Zm00001d035386	chr6	19524752	19525266	Zm00001d035386	-	.	-1	-1	.	-1	.	0
Zm00001d045373	chr9	21777228	21780738	Zm00001d045373	+	chr9	21777136	21780738	Zm00001eb377150	Zm00001eb377150	+	3510
Zm00001d045285	chr9	19889571	19892624	Zm00001d045285	-	chr9	19889571	19890068	Zm00001eb376420	Zm00001eb376420	-	497
Zm00001d021258	chr7	148295461	148306202	Zm00001d021258	-	.	-1	-1	.	-1	.	0
Zm00001d013295	chr5	8171957	8172995	Zm00001d013295	-	chr5	8171811	8173313	Zm00001eb215070	Zm00001eb215070	-	1038
Zm00001d037721	chr6	142036439	142037869	Zm00001d037721	-	chr6	142036439	142037869	Zm00001eb283830	Zm00001eb283830	-	1430
Zm00001d009087	chr8	35598212	35598889	Zm00001d009087	-	chr8	35598212	35598889	Zm00001eb339990	Zm00001eb339990	-	677
Zm00001d024241	chr10	61048063	61048703	Zm00001d024241	+	chr10	61048063	61048703	Zm00001eb413340	Zm00001eb413340	+	640
Zm00001d032218	chr1	219305497	219305721	Zm00001d032218	+	chr1	219305497	219323411	Zm00001eb041650	Zm00001eb041650	+	224
Zm00001d021249	chr7	148043280	148045649	Zm00001d021249	+	chr7	148043280	148045630	Zm00001eb319250	Zm00001eb319250	+	2350
Zm00001d039700	chr3	13176905	13178047	Zm00001d039700	-	chr3	13176905	13178047	Zm00001eb123130	Zm00001eb123130	-	1142
Zm00001d007695	chr2	236925905	236926310	Zm00001d007695	-	.	-1	-1	.	-1	.	0
Zm00001d021246	chr7	148023365	148025515	Zm00001d021246	-	chr7	148023614	148025515	Zm00001eb319220	Zm00001eb319220	-	1901
Zm00001d021245	chr7	148019937	148023391	Zm00001d021245	+	chr7	148019937	148023391	Zm00001eb319210	Zm00001eb319210	+	3454
Zm00001d030998	chr1	174867668	174890838	Zm00001d030998	+	chr1	174867668	174890838	Zm00001eb031250	Zm00001eb031250	+	23170
Zm00001d053406	chr4	233974852	233975238	Zm00001d053406	+	chr4	233974852	233975238	Zm00001eb204270	Zm00001eb204270	+	386
Zm00001d045014	chr9	12166740	12173452	Zm00001d045014	-	chr9	12168913	12173452	Zm00001eb373900	Zm00001eb373900	-	4539
Zm00001d021443	chr7	153536227	153536521	Zm00001d021443	+	.	-1	-1	.	-1	.	0
Zm00001d021444	chr7	153537289	153539266	Zm00001d021444	+	chr7	153537289	153539266	Zm00001eb320970	Zm00001eb320970	+	1977
Zm00001d015103	chr5	75259563	75263128	Zm00001d015103	-	chr5	75259563	75263128	Zm00001eb230950	Zm00001eb230950	-	3565
Zm00001d029588	chr1	77241578	77242587	Zm00001d029588	+	.	-1	-1	.	-1	.	0
Zm00001d003240	chr2	37385863	37386450	Zm00001d003240	-	chr2	37385863	37386501	Zm00001eb079100	Zm00001eb079100	-	587
Zm00001d024657	chr10	84257602	84259032	Zm00001d024657	-	chr10	84258043	84259032	Zm00001eb416630	Zm00001eb416630	-	989
Zm00001d039669	chr3	12144763	12145812	Zm00001d039669	+	chr3	12144763	12145812	Zm00001eb122840	Zm00001eb122840	+	1049
Zm00001d040997	chr3	90568265	90569556	Zm00001d040997	-	chr3	90568265	90569556	Zm00001eb132730	Zm00001eb132730	-	1291
Zm00001d048674	chr4	3400025	3401152	Zm00001d048674	+	.	-1	-1	.	-1	.	0
Zm00001d032130	chr1	215727470	215729052	Zm00001d032130	+	chr1	215727470	215729052	Zm00001eb041000	Zm00001eb041000	+	1582
Zm00001d003761	chr2	57736576	57737079	Zm00001d003761	-	chr2	57736576	57737106	Zm00001eb083630	Zm00001eb083630	-	503
Zm00001d047508	chr9	136616333	136617582	Zm00001d047508	+	chr9	136614867	136617582	Zm00001eb395030	Zm00001eb395030	+	1249
Zm00001d047509	chr9	136621246	136622555	Zm00001d047509	+	.	-1	-1	.	-1	.	0
Zm00001d033330	chr1	261175580	261177044	Zm00001d033330	+	chr1	261175580	261177044	Zm00001eb051450	Zm00001eb051450	+	1464
Zm00001d004348	chr2	105857508	105859457	Zm00001d004348	+	chr2	105857508	105859457	Zm00001eb088020	Zm00001eb088020	+	1949
Zm00001d009361	chr8	59763978	59766014	Zm00001d009361	-	chr8	59763978	59766014	Zm00001eb341990	Zm00001eb341990	-	2036
Zm00001d018483	chr5	224184159	224186156	Zm00001d018483	+	chr5	224185642	224186157	Zm00001eb258920	Zm00001eb258920	+	514
Zm00001d016934	chr5	179660632	179662243	Zm00001d016934	+	chr5	179660632	179662243	Zm00001eb244910	Zm00001eb244910	+	1611
Zm00001d045793	chr9	41332913	41336262	Zm00001d045793	-	chr9	41333556	41336262	Zm00001eb380900	Zm00001eb380900	-	2706
Zm00001d014359	chr5	42849720	42850091	Zm00001d014359	-	.	-1	-1	.	-1	.	0
Zm00001d043283	chr3	196487453	196490689	Zm00001d043283	+	.	-1	-1	.	-1	.	0
Zm00001d007319	chr2	227824120	227828422	Zm00001d007319	+	chr2	227824120	227828422	Zm00001eb112750	Zm00001eb112750	+	4302
Zm00001d033704	chr1	273482706	273488551	Zm00001d033704	-	chr1	273486275	273488551	Zm00001eb054650	Zm00001eb054650	-	2276
Zm00001d017466	chr5	195705255	195706244	Zm00001d017466	+	chr5	195705255	195706244	Zm00001eb249320	Zm00001eb249320	+	989
Zm00001d027605	chr1	8789383	8790018	Zm00001d027605	-	chr1	8782852	8790018	Zm00001eb003300	Zm00001eb003300	-	635
